Run: 0
The hyp is : 0
true best: 0, found best: 0, queries: 200 
true best: 0, found best: 0, queries: 200 
alpha_j: 0.076161, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.016563, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.077176, p_j: 0.013296, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.080358, p_j: 0.000002, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 93 
alpha_j: 0.083096, p_j: 0.002858, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.085452, p_j: 0.000375, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 57 
alpha_j: 0.087481, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 147 
alpha_j: 0.019024, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016203, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.013475, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 135 
alpha_j: 0.082436, p_j: 0.004957, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.084885, p_j: 0.021808, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.086992, p_j: 0.641843, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.018918, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 109 
alpha_j: 0.086168, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.018739, p_j: 0.173896, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.015960, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013273, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011253, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009735, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008565, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 107 
alpha_j: 0.007640, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 153 
alpha_j: 0.006893, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075263, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016367, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013940, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011593, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 57 
alpha_j: 0.009829, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 125 
alpha_j: 0.008503, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007481, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.006673, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.006020, p_j: 0.204050, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005482, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005031, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 181 
alpha_j: 0.004648, p_j: 0.000039, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.065388, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014220, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.012111, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010072, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.008539, p_j: 0.000037, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 37 
alpha_j: 0.063948, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.068974, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 133 
alpha_j: 0.073299, p_j: 0.002953, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.077022, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.016750, p_j: 0.449035, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.014266, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011864, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 161 
alpha_j: 0.010058, p_j: 0.008890, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.072845, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.015841, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.013492, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 157 
alpha_j: 0.011221, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.009513, p_j: 0.028512, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 129 
alpha_j: 0.008229, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.007241, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.067494, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014678, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012501, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 45 
alpha_j: 0.010397, p_j: 0.003008, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.066787, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.014524, p_j: 0.468642, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 183 
alpha_j: 0.012370, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010288, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008722, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 127 
alpha_j: 0.007545, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006638, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005922, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.005342, p_j: 0.000010, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 193 
alpha_j: 0.061470, p_j: 0.054949, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.066842, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.014536, p_j: 0.009705, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.069438, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 47 
alpha_j: 0.015101, p_j: 0.004759, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.071593, p_j: 0.110226, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 43 
alpha_j: 0.015569, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013261, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011028, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009350, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 193 
alpha_j: 0.008088, p_j: 0.000308, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 99 
alpha_j: 0.067566, p_j: 0.002430, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.072088, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 55 
alpha_j: 0.015677, p_j: 0.008655, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.073793, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.016048, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075210, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016356, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.013930, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 119 
alpha_j: 0.011585, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 187 
alpha_j: 0.009822, p_j: 0.000225, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.071459, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075438, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 51 
alpha_j: 0.016405, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013973, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 199 
alpha_j: 0.011620, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.009852, p_j: 0.543225, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 69 
alpha_j: 0.008522, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.070446, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 77 
alpha_j: 0.015320, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.013048, p_j: 0.020573, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 197 
alpha_j: 0.010851, p_j: 0.001766, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.069098, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.015027, p_j: 0.012505, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.071311, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015508, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013208, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010985, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009313, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.008056, p_j: 0.591351, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.007088, p_j: 0.151466, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 173 
alpha_j: 0.006323, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 107 
alpha_j: 0.005704, p_j: 0.003077, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.064690, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014068, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011982, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.009965, p_j: 0.000001, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 103 
alpha_j: 0.064592, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014047, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011964, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009950, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008435, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.007297, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.062321, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.013553, p_j: 0.030474, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011543, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009600, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 75 
alpha_j: 0.008139, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.007041, p_j: 0.000002, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.060621, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.013183, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011228, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009338, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 93 
alpha_j: 0.007917, p_j: 0.004763, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 53 
alpha_j: 0.060302, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 129 
alpha_j: 0.013114, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011169, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 175 
alpha_j: 0.009289, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 37 
alpha_j: 0.007875, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006812, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005994, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 143 
alpha_j: 0.005347, p_j: 0.003658, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 79 
alpha_j: 0.057528, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 191 
alpha_j: 0.012510, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010655, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008861, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 75 
alpha_j: 0.007513, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 95 
alpha_j: 0.057936, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 101 
alpha_j: 0.012599, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.062044, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013493, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011492, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009557, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 103 
alpha_j: 0.008102, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007009, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006167, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 143 
alpha_j: 0.005501, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.004963, p_j: 0.087311, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004519, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004148, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003832, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003560, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 87 
alpha_j: 0.003324, p_j: 0.000060, rej: 1 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.055393, p_j: 0.000008, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.061611, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013399, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 79 
alpha_j: 0.011412, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 67 
alpha_j: 0.009490, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008046, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006960, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006124, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 1, queries: 200 
alpha_j: 0.005463, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004928, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004488, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004119, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 145 
alpha_j: 0.003805, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003535, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 1, queries: 200 
alpha_j: 0.003301, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003095, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002914, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002752, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 109 
alpha_j: 0.002607, p_j: 0.000944, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.053519, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 49 
alpha_j: 0.011639, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 117 
alpha_j: 0.009913, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008244, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 197 
alpha_j: 0.006989, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006046, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005320, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004745, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004281, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003898, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003578, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003305, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003071, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002867, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002689, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002531, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 117 
alpha_j: 0.002391, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002265, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002151, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002049, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001955, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 139 
alpha_j: 0.001870, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001792, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001720, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 99 
alpha_j: 0.001653, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 131 
alpha_j: 0.046481, p_j: 1.000000, rej: 0 
